Num;IDtree;field_name;genus.y;species.y;family;plot;subplot;x;y
1;1_1_1_1;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;104,55;1804,65
2;1_1_1_10;loloti;Lannea;welwitschii;Anacardiaceae;1;1;105,45;1819,3
3;1_1_1_11;loloti;Lannea;welwitschii;Anacardiaceae;1;1;108,7;1817,82
4;1_1_1_12;tuibesso;Baphia;bancoensis;Fabaceae;1;1;119,2;1808,65
5;1_1_1_13;dologaha;Millettia;zechiana;Fabaceae;1;1;119,1;1803,78
6;1_1_1_14;tuibesso;Baphia;bancoensis;Fabaceae;1;1;118;1807,53
7;1_1_1_15;tuibesso;Baphia;bancoensis;Fabaceae;1;1;118;1810,52
8;1_1_1_16;manba.ngavi;Diospyros;ferrea;Ebenaceae;1;1;119,3;1811,8
9;1_1_1_2;dologaha;Millettia;zechiana;Fabaceae;1;1;115,7;1801,65
10;1_1_1_3;dologaha;Millettia;zechiana;Fabaceae;1;1;115,8;1802,9
11;1_1_1_4;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;112,35;1803,5
12;1_1_1_5;bete;Mansonia;altissima;Malvaceae;1;1;110;1802,01
13;1_1_1_7;bete;Mansonia;altissima;Malvaceae;1;1;102,63;1814,2
14;1_1_1_8;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;101,97;1816,7
15;1_1_1_9;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;101,8;1819,02
16;1_1_10_1;cedrela;Cedrela;odorata;Meliaceae;1;1;128;1814,1
17;1_1_10_2;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;126,5;1807,1
18;1_1_10_3;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;127,5;1807,1
19;1_1_10_5;aboudikro;Entandrophragma;cylindricum;Meliaceae;1;1;128;1805,5
20;1_1_10_6;bosse;Guarea;cedrata;Meliaceae;1;1;131,1;1808,3
21;1_1_10_7;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;121,55;1807,5
22;1_1_10_8;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;139,1;1804,8
23;1_1_10_9;bete;Mansonia;altissima;Malvaceae;1;1;122;1807,35
24;1_1_11_1;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;145,65;1801,8
25;1_1_11_10;fromager;Ceiba;pentandra;Malvaceae;1;1;159,3;1813,1
26;1_1_11_11;lie;Margaritaria;discoidea;Phyllanthaceae;1;1;155;1808,1
27;1_1_11_12;cedrela;Cedrela;odorata;Meliaceae;1;1;157,6;1805,7
28;1_1_11_13;cedrela;Cedrela;odorata;Meliaceae;1;1;159,1;1803,15
29;1_1_11_15;akossika.petites.feuilles;Scottellia;klaineana;Achariaceae;1;1;156;1803,5
30;1_1_11_17;dologaha;Millettia;zechiana;Fabaceae;1;1;148;1805,35
31;1_1_11_2;ouindo;Lasiodiscus;mildbraedii;Rhamnaceae;1;1;142,2;1802,35
32;1_1_11_3;ilomba;Pycnanthus;angolensis;Myristicaceae;1;1;141,9;1805,95
33;1_1_11_4;bete;Mansonia;altissima;Malvaceae;1;1;143,4;1805,9
34;1_1_11_5;dologaha;Millettia;zechiana;Fabaceae;1;1;145,1;1809,3
35;1_1_11_6;kaka;Blighia;welwitschii;Sapindaceae;1;1;140,23;1802,1
36;1_1_11_7;kaka;Blighia;welwitschii;Sapindaceae;1;1;143,25;1817,45
37;1_1_11_9;tchikouebi;Bridelia;aubrevillei;Phyllanthaceae;1;1;156;1814,8
38;1_1_12_10;ako;Antiaris;toxicaria;Moraceae;1;1;146,45;1828,1
39;1_1_12_11;fromager;Ceiba;pentandra;Malvaceae;1;1;158,2;1821,2
40;1_1_12_12;fromager;Ceiba;pentandra;Malvaceae;1;1;156,15;1830
41;1_1_12_13;cedrela;Cedrela;odorata;Meliaceae;1;1;154;1833,9
42;1_1_12_14;poe;Strombosia;pustulata;Olacaceae;1;1;156,7;1835
43;1_1_12_15;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;159,8;1836,5
44;1_1_12_16;adjouaba;Dacryodes;klaineana;Burseraceae;1;1;158,95;1838,1
45;1_1_12_2;lotofa;Sterculia;rhinopetala;Malvaceae;1;1;150,8;1833,2
46;1_1_12_3;asan;Celtis;zenkeri;Cannabaceae;1;1;144,7;1834
47;1_1_12_4;afambeou;Dialium;dinklagei;Fabaceae;1;1;143,85;1833,5
48;1_1_12_5;bete;Mansonia;altissima;Malvaceae;1;1;141,05;1834,5
49;1_1_12_6;acajou.blanc;Khaya;anthotheca;Meliaceae;1;1;148;1833,6
50;1_1_12_7;ba;Celtis;mildbraedii;Cannabaceae;1;1;152,1;1834,2
51;1_1_12_8;asan;Celtis;zenkeri;Cannabaceae;1;1;153;1828,8
52;1_1_12_9;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;155;1824
53;1_1_13_1;dologaha;Millettia;zechiana;Fabaceae;1;1;150,2;1841,55
54;1_1_13_10;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;157,6;1840,5
55;1_1_13_11;dologaha;Millettia;zechiana;Fabaceae;1;1;156,2;1857
56;1_1_13_2;dologaha;Millettia;zechiana;Fabaceae;1;1;150,2;1842
57;1_1_13_3;paintou;Vitex;ferruginea;Lamiaceae;1;1;152;1843,8
58;1_1_13_4;adaschia;Trema;orientalis;Cannabaceae;1;1;146,3;1856,3
59;1_1_13_5;pore_pore;Sterculia;tragacantha;Malvaceae;1;1;147;1848,35
60;1_1_13_6;pore_pore;Sterculia;tragacantha;Malvaceae;1;1;149,65;1848,35
61;1_1_13_7;ilomba;Pycnanthus;angolensis;Myristicaceae;1;1;149,8;1846
62;1_1_13_8;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;151,9;1842
63;1_1_14_1;wounian.grand;Myrianthus;arboreus;Urticaceae;1;1;144,5;1863,85
64;1_1_14_10;iroko;Milicia;excelsa;Moraceae;1;1;155,5;1874,1
65;1_1_14_11;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;155;1872
66;1_1_14_13;ako;Antiaris;toxicaria;Moraceae;1;1;148;1866,4
67;1_1_14_14;difou;Morus;mesozygia;Moraceae;1;1;154;1865,3
68;1_1_14_15;ilomba;Pycnanthus;angolensis;Myristicaceae;1;1;154,5;1862,6
69;1_1_14_16;tofe;Macaranga;spinosa;Euphorbiaceae;1;1;155,4;1867
70;1_1_14_17;ilomba;Pycnanthus;angolensis;Myristicaceae;1;1;158,3;1873
71;1_1_14_18;bi;Eribroma;oblongum;Malvaceae;1;1;154,85;1872,8
72;1_1_14_19;lotofa;Sterculia;rhinopetala;Malvaceae;1;1;155,5;1874
73;1_1_14_2;tofe;Macaranga;spinosa;Euphorbiaceae;1;1;142,4;1869,8
74;1_1_14_20;adjouaba;Dacryodes;klaineana;Burseraceae;1;1;153,7;1876,65
75;1_1_14_21;ilomba;Pycnanthus;angolensis;Myristicaceae;1;1;155;1877,05
76;1_1_14_22;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;154;1877,05
77;1_1_14_23;emien;Alstonia;boonei;Apocynaceae;1;1;151,1;1876
78;1_1_14_24;kakoua;Cola;caricifolia;Malvaceae;1;1;150;1877
79;1_1_14_25;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;145,2;1879,6
80;1_1_14_3;loloti;Lannea;welwitschii;Anacardiaceae;1;1;141,2;1869,65
81;1_1_14_4;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;149,5;1871
82;1_1_14_5;dologaha;Millettia;zechiana;Fabaceae;1;1;150,2;1870,7
83;1_1_14_6;samba;Triplochiton;scleroxylon;Malvaceae;1;1;152,3;1873
84;1_1_14_7;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;152,3;1873,6
85;1_1_14_8;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;154;1874
86;1_1_14_9;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;155,6;1876
87;1_1_15_1;cedrela;Cedrela;odorata;Meliaceae;1;1;141,6;1892
88;1_1_15_2;bete;Mansonia;altissima;Malvaceae;1;1;152;1898,6
89;1_1_15_3;ouindo;Lasiodiscus;mildbraedii;Rhamnaceae;1;1;158,75;1898,8
90;1_1_15_4;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;157;1897,75
91;1_1_16_1;cedrela;Cedrela;odorata;Meliaceae;1;1;169;1883,7
92;1_1_16_3;cedrela;Cedrela;odorata;Meliaceae;1;1;175;1890
93;1_1_16_4;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;166,5;1892
94;1_1_16_6;movingui;Distemonanthus;benthamianus;Fabaceae;1;1;164;1897
95;1_1_16_7;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;161,7;1898,9
96;1_1_17_1;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;162,9;1866
97;1_1_17_3;kohaingue;Keayodendron;bridelioides;Phyllanthaceae;1;1;164,2;1872
98;1_1_17_4;papayer;Carica;papaya;Caricaceae;1;1;161,5;1872,1
99;1_1_17_5;cedrela;Cedrela;odorata;Meliaceae;1;1;166;1877,5
100;1_1_17_7;ako;Antiaris;toxicaria;Moraceae;1;1;174,7;1872
101;1_1_18_1;poe;Strombosia;pustulata;Olacaceae;1;1;163,5;1840,6
102;1_1_18_10;cedrela;Cedrela;odorata;Meliaceae;1;1;170,08;1851,5
103;1_1_18_11;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;169,8;1848
104;1_1_18_2;samba;Triplochiton;scleroxylon;Malvaceae;1;1;163,3;1840,65
105;1_1_18_3;banaye;Trichilia;monadelpha;Meliaceae;1;1;161;1845,25
106;1_1_18_4;aboudikro;Entandrophragma;cylindricum;Meliaceae;1;1;161;1853
107;1_1_18_5;ouochi;Albizia;zygia;Fabaceae;1;1;162,8;1856
108;1_1_18_6;emien;Alstonia;boonei;Apocynaceae;1;1;164,5;1859,1
109;1_1_18_7;ako;Antiaris;toxicaria;Moraceae;1;1;165;1858,65
110;1_1_18_8;fara;Stereospermum;acuminatissimum;Bignoniaceae;1;1;168;1852
111;1_1_18_9;cedrela;Cedrela;odorata;Meliaceae;1;1;167,5;1850,6
112;1_1_19_1;pore_pore;Sterculia;tragacantha;Malvaceae;1;1;178,9;1820,8
113;1_1_19_2;cedrela;Cedrela;odorata;Meliaceae;1;1;173,3;1823,8
114;1_1_19_3;cedrela;Cedrela;odorata;Meliaceae;1;1;174,3;1823,9
115;1_1_19_4;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;172;1831,4
116;1_1_19_5;bi;Eribroma;oblongum;Malvaceae;1;1;172;1835,35
117;1_1_19_6;ouindo;Lasiodiscus;mildbraedii;Rhamnaceae;1;1;170;1837,3
118;1_1_19_7;fromager;Ceiba;pentandra;Malvaceae;1;1;164;1838,5
119;1_1_2_1;asan;Celtis;zenkeri;Cannabaceae;1;1;101,75;1831
120;1_1_20_1;cedrela;Cedrela;odorata;Meliaceae;1;1;179;1802,2
121;1_1_20_2;fromager;Ceiba;pentandra;Malvaceae;1;1;172,6;1801,85
122;1_1_20_3;bete;Mansonia;altissima;Malvaceae;1;1;162,3;1802,15
123;1_1_20_4;cedrela;Cedrela;odorata;Meliaceae;1;1;162,05;1805
124;1_1_20_6;cedrela;Cedrela;odorata;Meliaceae;1;1;169,45;1803,8
125;1_1_20_7;oba;Bombax;buonopozense;Malvaceae;1;1;167;1809
126;1_1_20_8;ilomba;Pycnanthus;angolensis;Myristicaceae;1;1;172,5;1809
127;1_1_20_9;samba;Triplochiton;scleroxylon;Malvaceae;1;1;167,7;1819,8
128;1_1_21_1;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;197,5;1810,75
129;1_1_21_2;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;192;1811,2
130;1_1_21_3;ouara.grand;Cola;gigantea;Malvaceae;1;1;193;1810,5
131;1_1_21_4;cedrela;Cedrela;odorata;Meliaceae;1;1;192;1814,1
132;1_1_22_1;cedrela;Cedrela;odorata;Meliaceae;1;1;196;1826
133;1_1_22_10;cedrela;Cedrela;odorata;Meliaceae;1;1;192;1827,85
134;1_1_22_2;tuibesso;Baphia;bancoensis;Fabaceae;1;1;198,2;1829
135;1_1_22_3;bete;Mansonia;altissima;Malvaceae;1;1;198,55;1834
136;1_1_22_4;cedrela;Cedrela;odorata;Meliaceae;1;1;198,6;1838,8
137;1_1_22_6;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;193;1832,3
138;1_1_22_7;fromager;Ceiba;pentandra;Malvaceae;1;1;192;1833,1
139;1_1_22_8;cedrela;Cedrela;odorata;Meliaceae;1;1;194;1829,95
140;1_1_22_9;cedrela;Cedrela;odorata;Meliaceae;1;1;192,1;1830,7
141;1_1_23_1;bete;Mansonia;altissima;Malvaceae;1;1;198,7;1846,5
142;1_1_23_3;lotofa;Sterculia;rhinopetala;Malvaceae;1;1;194,6;1844
143;1_1_23_4;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;184,2;1843
144;1_1_23_5;balie;Newbouldia;laevis;Bignoniaceae;1;1;191;1851,2
145;1_1_23_6;dologaha;Millettia;zechiana;Fabaceae;1;1;193,7;1855,2
146;1_1_24_1;pri;Funtumia;elastica;Apocynaceae;1;1;197,6;1860,9
147;1_1_24_10;ilomba;Pycnanthus;angolensis;Myristicaceae;1;1;196,5;1872,2
148;1_1_24_11;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;197,9;1871,2
149;1_1_24_12;bete;Mansonia;altissima;Malvaceae;1;1;197,4;1862,7
150;1_1_24_13;koto;Pterygota;macrocarpa;Malvaceae;1;1;198,5;1877,3
151;1_1_24_14;ringhalla;Cussonia;bancoensis;Araliaceae;1;1;191,4;1879,5
152;1_1_24_15;sobou;Cleistopholis;patens;Annonaceae;1;1;189;1878,6
153;1_1_24_2;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;192;1861,2
154;1_1_24_3;dologaha;Millettia;zechiana;Fabaceae;1;1;184,5;1865
155;1_1_24_4;ouara.grand;Cola;gigantea;Malvaceae;1;1;184;1864,3
156;1_1_24_5;ouara.grand;Cola;gigantea;Malvaceae;1;1;181,3;1862,5
157;1_1_24_6;ako;Antiaris;toxicaria;Moraceae;1;1;182,1;1871
158;1_1_24_7;dologaha;Millettia;zechiana;Fabaceae;1;1;186;1872
159;1_1_24_8;bete;Mansonia;altissima;Malvaceae;1;1;190;1870
160;1_1_24_9;bete;Mansonia;altissima;Malvaceae;1;1;181,3;1872,1
161;1_1_25_1;boborou;Irvingia;gabonensis;Irvingiaceae;1;1;188,5;1881,5
162;1_1_25_10;akossika.petites.feuilles;Scottellia;klaineana;Achariaceae;1;1;189,4;1895
163;1_1_25_11;sobou;Cleistopholis;patens;Annonaceae;1;1;189;1894
164;1_1_25_12;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;183,7;1897,5
165;1_1_25_13;baimbrou;Diospyros;canaliculata;Ebenaceae;1;1;187;1899
166;1_1_25_14;ilomba;Pycnanthus;angolensis;Myristicaceae;1;1;188;1898,1
167;1_1_25_15;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;199;1897
168;1_1_25_3;movingui;Distemonanthus;benthamianus;Fabaceae;1;1;184,6;1883,8
169;1_1_25_4;papayer;Carica;papaya;Caricaceae;1;1;185,8;1888,6
170;1_1_25_5;etimoë;Copaifera;salikounda;Fabaceae;1;1;186,6;1886
171;1_1_25_6;samba;Triplochiton;scleroxylon;Malvaceae;1;1;190,05;1884,8
172;1_1_25_7;movingui;Distemonanthus;benthamianus;Fabaceae;1;1;195;1883
173;1_1_25_8;dologaha;Millettia;zechiana;Fabaceae;1;1;NA;1880,1
174;1_1_3_1;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;111,45;1840,5
175;1_1_3_2;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;115,74;1841,2
176;1_1_3_3;samba;Triplochiton;scleroxylon;Malvaceae;1;1;119,5;1842
177;1_1_3_4;cedrela;Cedrela;odorata;Meliaceae;1;1;119,4;1842,9
178;1_1_3_5;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;103,25;1847,1
179;1_1_3_6;cedrela;Cedrela;odorata;Meliaceae;1;1;111,25;1859,05
180;1_1_4_1;fromager;Ceiba;pentandra;Malvaceae;1;1;115,3;1863,26
181;1_1_4_2;ouara.grand;Cola;gigantea;Malvaceae;1;1;112,3;1866,4
182;1_1_4_3;bon;Cordia;platythyrsa;Boraginaceae;1;1;117,02;1869,3
183;1_1_4_4;ba;Celtis;mildbraedii;Cannabaceae;1;1;116;1873,2
184;1_1_4_5;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;117,45;1874,15
185;1_1_4_6;ouochi;Albizia;zygia;Fabaceae;1;1;100,3;1877,7
186;1_1_4_8;cedrela;Cedrela;odorata;Meliaceae;1;1;102,7;1872,8
187;1_1_4_9;cedrela;Cedrela;odorata;Meliaceae;1;1;101;1866,8
188;1_1_5_1;ako;Antiaris;toxicaria;Moraceae;1;1;100,1;1881
189;1_1_5_2;pore_pore;Sterculia;tragacantha;Malvaceae;1;1;101,5;1897,88
190;1_1_5_3;cedrela;Cedrela;odorata;Meliaceae;1;1;106,7;1897,53
191;1_1_5_4;iroko;Milicia;excelsa;Moraceae;1;1;104,5;1891,2
192;1_1_5_5;ba;Celtis;mildbraedii;Cannabaceae;1;1;111,95;1895,65
193;1_1_5_6;samba;Triplochiton;scleroxylon;Malvaceae;1;1;115,8;1889,66
194;1_1_5_7;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;118;1882,5
195;1_1_6_1;lotofa;Sterculia;rhinopetala;Malvaceae;1;1;121,5;1896
196;1_1_6_2;tuibesso;Baphia;bancoensis;Fabaceae;1;1;122,72;1898,85
197;1_1_6_3;bete;Mansonia;altissima;Malvaceae;1;1;130,3;1898,2
198;1_1_6_5;kotibe;Nesogordonia;papaverifera;Malvaceae;1;1;131,8;1896,1
199;1_1_6_6;cedrela;Cedrela;odorata;Meliaceae;1;1;134,4;1891,12
200;1_1_6_7;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;131,8;1890,5
201;1_1_6_8;dologaha;Millettia;zechiana;Fabaceae;1;1;126,8;1881
202;1_1_7_1;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;1;121,2;1878,6
203;1_1_7_3;cedrela;Cedrela;odorata;Meliaceae;1;1;120,2;1874,1
204;1_1_7_4;emien;Alstonia;boonei;Apocynaceae;1;1;125,89;1866,2
205;1_1_8_1;faro;Daniellia;thurifera;Fabaceae;1;1;127,1;1857,3
206;1_1_8_2;cedrela;Cedrela;odorata;Meliaceae;1;1;125,1;1855,1
207;1_1_8_3;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;126,3;1847,4
208;1_1_8_4;cedrela;Cedrela;odorata;Meliaceae;1;1;138,55;1855
209;1_1_8_5;samba;Triplochiton;scleroxylon;Malvaceae;1;1;136,2;1842,6
210;1_1_8_6;kaka;Blighia;welwitschii;Sapindaceae;1;1;129,5;1842,2
211;1_1_8_7;kaka;Blighia;welwitschii;Sapindaceae;1;1;129,3;1840,3
212;1_1_8_8;kaka;Blighia;welwitschii;Sapindaceae;1;1;122,5;1842,2
213;1_1_9_1;bosse;Guarea;cedrata;Meliaceae;1;1;138,4;1832
214;1_1_9_10;difou;Morus;mesozygia;Moraceae;1;1;124,2;1827,5
215;1_1_9_11;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;122,76;1827,75
216;1_1_9_12;dologaha;Millettia;zechiana;Fabaceae;1;1;122,15;1827,1
217;1_1_9_13;dologaha;Millettia;zechiana;Fabaceae;1;1;122,6;1826,3
218;1_1_9_14;pore_pore;Sterculia;tragacantha;Malvaceae;1;1;135;1821,05
219;1_1_9_2;ouindo;Lasiodiscus;mildbraedii;Rhamnaceae;1;1;137,3;1830,8
220;1_1_9_3;bete;Mansonia;altissima;Malvaceae;1;1;136,95;1828
221;1_1_9_4;ba;Celtis;mildbraedii;Cannabaceae;1;1;138,15;1828,3
222;1_1_9_5;samba;Triplochiton;scleroxylon;Malvaceae;1;1;138;1827,5
223;1_1_9_7;cedrela;Cedrela;odorata;Meliaceae;1;1;130,5;1830,8
224;1_1_9_8;asamoiake;Trichilia;prieuriana;Meliaceae;1;1;128,05;1828,7
225;1_1_9_9;samba;Triplochiton;scleroxylon;Malvaceae;1;1;124,4;1828,5
226;1_2_1_1;cedrela;Cedrela;odorata;Meliaceae;1;2;201,5;1813,9
227;1_2_1_2;ba;Celtis;mildbraedii;Cannabaceae;1;2;213,2;1817,53
228;1_2_1_3;ilomba;Pycnanthus;angolensis;Myristicaceae;1;2;213;1817,8
229;1_2_1_4;cedrela;Cedrela;odorata;Meliaceae;1;2;214,2;1819,9
230;1_2_10_1;cedrela;Cedrela;odorata;Meliaceae;1;2;223,7;1808,4
231;1_2_10_2;cedrela;Cedrela;odorata;Meliaceae;1;2;222,5;1803,5
232;1_2_10_3;cedrela;Cedrela;odorata;Meliaceae;1;2;222,95;1801,35
233;1_2_11_1;bete;Mansonia;altissima;Malvaceae;1;2;247,1;1803,68
234;1_2_11_2;asan;Celtis;zenkeri;Cannabaceae;1;2;249,6;1804,75
235;1_2_11_3;asamoiake;Trichilia;prieuriana;Meliaceae;1;2;250,6;1803,5
236;1_2_11_4;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;2;250,6;1807,67
237;1_2_11_5;fromager;Ceiba;pentandra;Malvaceae;1;2;249;1808,8
238;1_2_11_6;cedrela;Cedrela;odorata;Meliaceae;1;2;250,9;1810,55
239;1_2_11_7;bete;Mansonia;altissima;Malvaceae;1;2;254,7;1810,45
240;1_2_11_8;fromager;Ceiba;pentandra;Malvaceae;1;2;252,4;1817,45
241;1_2_11_9;bi;Eribroma;oblongum;Malvaceae;1;2;254,9;1818,1
242;1_2_12_1;oyia;Mareya;micrantha;Euphorbiaceae;1;2;253;1825,75
243;1_2_12_10;kotibe;Nesogordonia;papaverifera;Malvaceae;1;2;243,5;1835,8
244;1_2_12_11;kotibe;Nesogordonia;papaverifera;Malvaceae;1;2;240,6;1835,9
245;1_2_12_12;fromager;Ceiba;pentandra;Malvaceae;1;2;242;1838
246;1_2_12_13;bete;Mansonia;altissima;Malvaceae;1;2;241,2;1836,5
247;1_2_12_14;bon;Cordia;platythyrsa;Boraginaceae;1;2;246,2;1838,5
248;1_2_12_2;ilomba;Pycnanthus;angolensis;Myristicaceae;1;2;258,4;1827
249;1_2_12_3;koto;Pterygota;macrocarpa;Malvaceae;1;2;250,65;1838,4
250;1_2_12_4;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;2;255,6;1835,55
251;1_2_12_5;daocou;Trilepisium;madagascariense;Moraceae;1;2;249,5;1834,05
252;1_2_12_7;ako;Antiaris;toxicaria;Moraceae;1;2;255,05;1836,9
253;1_2_12_8;asamoiake;Trichilia;prieuriana;Meliaceae;1;2;254,9;1837,2
254;1_2_12_9;cedrela;Cedrela;odorata;Meliaceae;1;2;247,3;1828,7
255;1_2_13_1;lotofa;Sterculia;rhinopetala;Malvaceae;1;2;241;1841,2
256;1_2_13_10;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;2;257,2;1842,15
257;1_2_13_11;bete;Mansonia;altissima;Malvaceae;1;2;252;1848,2
258;1_2_13_12;bete;Mansonia;altissima;Malvaceae;1;2;250;1850,33
259;1_2_13_13;bete;Mansonia;altissima;Malvaceae;1;2;249,45;1850,6
260;1_2_13_14;bete;Mansonia;altissima;Malvaceae;1;2;249,8;1853,6
261;1_2_13_15;samba;Triplochiton;scleroxylon;Malvaceae;1;2;249,5;1853,9
262;1_2_13_16;bete;Mansonia;altissima;Malvaceae;1;2;245,9;1855,4
263;1_2_13_17;amazakoue;Guibourtia;ehie;Fabaceae;1;2;248,7;1854,4
264;1_2_13_18;bete;Mansonia;altissima;Malvaceae;1;2;256,65;1859,35
265;1_2_13_19;bete;Mansonia;altissima;Malvaceae;1;2;255,8;1858,45
266;1_2_13_2;samba;Triplochiton;scleroxylon;Malvaceae;1;2;242,8;1842
267;1_2_13_20;bete;Mansonia;altissima;Malvaceae;1;2;257,6;1858,5
268;1_2_13_21;akatio;Chrysophyllum;africanum;Sapotaceae;1;2;257,4;1858,4
269;1_2_13_3;cedrela;Cedrela;odorata;Meliaceae;1;2;242,2;1846,2
270;1_2_13_4;bete;Mansonia;altissima;Malvaceae;1;2;251,5;1845,3
271;1_2_13_5;akatio;Chrysophyllum;africanum;Sapotaceae;1;2;249,5;1847,8
272;1_2_13_6;lotofa;Sterculia;rhinopetala;Malvaceae;1;2;251,75;1847,1
273;1_2_13_7;bete;Mansonia;altissima;Malvaceae;1;2;253,6;1844,4
274;1_2_13_8;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;2;256,7;1843,4
275;1_2_13_9;daocou;Trilepisium;madagascariense;Moraceae;1;2;253,9;1845,2
276;1_2_14_1;ba;Celtis;mildbraedii;Cannabaceae;1;2;253,3;1862,35
277;1_2_14_2;bete;Mansonia;altissima;Malvaceae;1;2;252,1;1864,2
278;1_2_14_3;cedrela;Cedrela;odorata;Meliaceae;1;2;248;1861,5
279;1_2_14_4;cedrela;Cedrela;odorata;Meliaceae;1;2;240,8;1868,3
280;1_2_14_5;pore_pore;Sterculia;tragacantha;Malvaceae;1;2;251,9;1872,4
281;1_2_14_6;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;2;252,9;1876,3
282;1_2_14_7;bon;Cordia;platythyrsa;Boraginaceae;1;2;256,4;1878,54
283;1_2_15_1;tofe;Macaranga;spinosa;Euphorbiaceae;1;2;258,2;1884,7
284;1_2_15_2;samba;Triplochiton;scleroxylon;Malvaceae;1;2;241,4;1881,4
285;1_2_15_3;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;2;243,3;1886,4
286;1_2_15_4;ba;Celtis;mildbraedii;Cannabaceae;1;2;241,6;1887,3
287;1_2_15_5;balie;Newbouldia;laevis;Bignoniaceae;1;2;240,85;1892
288;1_2_15_6;ouara.grand;Cola;gigantea;Malvaceae;1;2;244,6;1896,4
289;1_2_15_7;asan;Celtis;zenkeri;Cannabaceae;1;2;245,05;1896
290;1_2_15_8;fara;Stereospermum;acuminatissimum;Bignoniaceae;1;2;250;1897,8
291;1_2_15_9;asan;Celtis;zenkeri;Cannabaceae;1;2;256,85;1895,7
292;1_2_16_1;pore_pore;Sterculia;tragacantha;Malvaceae;1;2;261,9;1892,7
293;1_2_16_10;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;2;269,4;1885,2
294;1_2_16_11;iatandza;Albizia;ferruginea;Fabaceae;1;2;265,8;1886,4
295;1_2_16_12;fromager;Ceiba;pentandra;Malvaceae;1;2;261;1885,1
296;1_2_16_13;cedrela;Cedrela;odorata;Meliaceae;1;2;266;1881,8
297;1_2_16_14;bete;Mansonia;altissima;Malvaceae;1;2;272;1881,95
298;1_2_16_2;bete;Mansonia;altissima;Malvaceae;1;2;266;1894,1
299;1_2_16_3;fromager;Ceiba;pentandra;Malvaceae;1;2;274,9;1892,3
300;1_2_16_4;fara;Stereospermum;acuminatissimum;Bignoniaceae;1;2;279,4;1894,4
301;1_2_16_7;bete;Mansonia;altissima;Malvaceae;1;2;276,2;1897,5
302;1_2_16_8;eho;Ricinodendron;heudelotii;Euphorbiaceae;1;2;272,7;1892,7
303;1_2_16_9;asan;Celtis;zenkeri;Cannabaceae;1;2;270,1;1887,3
304;1_2_17_1;kohaingue;Keayodendron;bridelioides;Phyllanthaceae;1;2;273,5;1879,2
305;1_2_17_10;ba;Celtis;mildbraedii;Cannabaceae;1;2;266,7;1872,1
306;1_2_17_11;kekele;Holoptelea;grandis;Ulmaceae;1;2;262,3;1871,3
